age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
59,Private,91384,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
37,Private,166339,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
56,Private,98361,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
23,Private,180339,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Self-emp-not-inc,230268,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,333990,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
31,Private,159187,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
32,Private,121634,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Mexico,<=50K
71,Self-emp-not-inc,200540,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2392,52,United-States,>50K
36,Private,182013,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Self-emp-inc,375807,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,>50K
24,Private,314165,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,20,United-States,<=50K
20,Private,73266,Some-college,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
47,Private,97176,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Self-emp-inc,344060,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
48,Private,152953,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,Dominican-Republic,<=50K
29,Self-emp-not-inc,32280,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,45,United-States,<=50K
20,Private,472789,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,El-Salvador,<=50K
42,Self-emp-not-inc,248094,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
32,Private,77634,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,267426,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
40,Federal-gov,134638,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,<=50K
48,State-gov,355320,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,15,Germany,>50K
38,Private,102945,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K
52,Private,161482,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Self-emp-not-inc,131091,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
52,Private,317625,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,301614,Bachelors,13,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
51,Private,202956,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,298871,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
23,Private,543028,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K
48,Private,162096,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,45,China,<=50K
34,Private,234537,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,186934,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
39,Federal-gov,184964,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
27,Private,210313,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,28,Guatemala,<=50K
29,Private,192283,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K
40,State-gov,177083,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
31,Private,118941,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
37,Private,127772,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,228472,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
29,State-gov,245310,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
51,Private,335997,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,55,United-States,>50K
48,Private,129777,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,396633,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,56,United-States,>50K
31,Private,155914,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,206354,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K
46,Federal-gov,78022,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
39,Private,42044,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
48,State-gov,31141,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50K
20,Private,391679,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,60,United-States,<=50K
21,Private,143062,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States,<=50K
34,Private,205733,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,93283,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
64,Self-emp-inc,185912,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,35,United-States,>50K
37,Private,105021,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
48,Self-emp-inc,238966,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Local-gov,70055,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K
54,Private,39493,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
26,Private,102476,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
51,Local-gov,168539,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
35,Self-emp-not-inc,269300,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,60,United-States,<=50K
56,Private,360770,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Dominican-Republic,<=50K
49,Private,124604,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,<=50K
24,Private,222005,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,<=50K
55,Private,248841,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
45,Private,168556,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,257337,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
18,State-gov,109445,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
42,Self-emp-not-inc,120539,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
24,Private,206861,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,188246,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,150999,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
30,State-gov,61989,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,5,United-States,<=50K
31,Private,97933,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Self-emp-not-inc,286146,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
43,Private,164693,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
48,Local-gov,78859,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
40,Private,125776,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
46,Private,165953,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
22,Private,401690,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,Mexico,<=50K
48,Self-emp-not-inc,160724,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,<=50K
58,Private,268295,5th-6th,3,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
52,Private,93127,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,United-States,<=50K
33,Private,304833,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
41,Private,171546,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
20,Self-emp-inc,104443,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
35,Self-emp-not-inc,28996,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,34568,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3781,0,35,United-States,<=50K
44,Private,105936,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,99355,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,>50K
49,Self-emp-not-inc,126077,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
45,State-gov,226452,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,167882,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,43,United-States,<=50K
34,Self-emp-not-inc,163756,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,27828,0,60,United-States,>50K
67,Private,24968,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
49,State-gov,209482,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,433989,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,4386,0,60,United-States,>50K
31,Private,557853,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,32,United-States,<=50K
22,Private,228411,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
20,Private,115057,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,143459,9th,5,Separated,Handlers-cleaners,Own-child,White,Male,0,0,38,United-States,<=50K
45,Private,255348,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,152855,HS-grad,9,Never-married,Exec-managerial,Own-child,Other,Female,0,0,40,Mexico,<=50K
34,Private,134737,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,>50K
32,State-gov,169583,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,<=50K
27,Private,247819,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K
53,Federal-gov,128141,Bachelors,13,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
58,Private,265579,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,200511,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
27,Private,47907,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
24,Private,322674,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States,<=50K
75,Self-emp-not-inc,309955,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,50,United-States,>50K
20,Private,95989,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
48,Private,85341,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,119033,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,65171,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,173590,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1628,40,United-States,<=50K
59,Private,214052,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,269722,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,United-States,<=50K
25,Local-gov,203408,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,449101,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,174215,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,<=50K
38,Private,95336,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
43,Private,198282,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43,Private,158528,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
39,Private,343403,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,36,United-States,<=50K
46,Local-gov,133969,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
28,Private,282398,Some-college,10,Separated,Tech-support,Unmarried,White,Male,0,0,40,United-States,>50K
70,Private,220589,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,12,United-States,<=50K
62,Private,128092,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
59,Private,174864,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,45,United-States,>50K
51,Self-emp-not-inc,159755,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,>50K
35,Private,200445,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,1974,40,United-States,<=50K
32,Private,184207,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,79436,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,<=50K
30,Local-gov,261319,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,142712,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
24,Local-gov,150084,Some-college,10,Separated,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,<=50K
32,Private,245482,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,?,<=50K
23,Private,104443,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,142921,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Local-gov,45474,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
22,Private,169188,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,<=50K
68,Private,104438,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Ireland,>50K
60,Private,117909,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
18,Private,198614,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,8,United-States,<=50K
20,Self-emp-not-inc,263498,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,143436,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,99185,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
49,Local-gov,95256,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,>50K
30,State-gov,54318,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,49469,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
29,Private,103628,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
27,Private,239130,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,200318,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
20,Private,151105,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
62,Local-gov,291175,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
27,Private,29523,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,243580,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Self-emp-inc,257295,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Thailand,>50K
60,Self-emp-not-inc,269485,Preschool,1,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
55,Private,325007,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,<=50K
28,Private,69847,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,<=50K
45,Private,79646,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
36,Local-gov,403681,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
18,Private,118376,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
36,Self-emp-not-inc,269509,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
